"acousticness","danceability","duration","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","label"
0.8903419342714987,0.2714453584018801,0.5442726153003968,0.13162566573674866,0.9441571871768356,0.6363636363636364,0.046733935209771635,0.39705426356589146,1.0,0.018448438978240302,0.5879186336155547,0.75,0.2939052877468677,1
0.12474754877251226,0.8554641598119859,0.3463339947995073,0.5749429368501141,0.0,0.45454545454545453,0.12161444503451938,0.8401860465116279,0.0,0.2549668874172185,0.5406226707184222,0.75,0.848163091951582,0
0.18510978678820109,0.5828437132784959,0.3170247707677569,0.699721024600558,0.0,0.8181818181818182,0.0844397238449283,0.780093023255814,0.0,0.005912961210974457,0.5175544215736865,0.75,0.7154385219791888,1
0.010864126382912707,0.7814336075205641,0.2873956480087587,0.8975399442049201,0.45191313340227507,0.5454545454545454,0.0,0.7887441860465116,0.0,0.019631031220435195,0.5815606903273894,0.75,0.9915056275217669,0
0.004425487661239234,0.7673325499412457,0.3321472560558369,0.6733451686533097,5.1085832471561535E-6,0.8181818181818182,0.04992033988316516,0.7302635658914729,1.0,0.2076631977294229,0.33628296032974664,0.75,0.4722871097897643,0
0.03873135960015571,0.19036427732079902,0.23311037361434242,0.6124778087750444,4.1158221302998965E-5,0.8181818181818182,0.047689856611789705,0.7354418604651164,1.0,0.08242667928098392,0.7884932693716593,0.75,0.3236355914206838,1
0.06287625480643123,0.1962397179788484,0.20595148487751472,0.32234339335531326,2.533609100310238E-4,0.8181818181818182,0.1417950079660117,0.6384496124031008,1.0,0.03807947019867549,0.7651064859940498,0.75,0.21214695264387345,0
9.737736840420945E-4,0.7403055229142186,0.32153585602846585,0.8600050722799898,0.6928645294725957,0.5454545454545454,0.1088688263409453,0.8983565891472869,0.0,0.03086565752128666,0.5086864285304742,0.5,0.5221915480993842,1
0.997987925399477,0.4582843713278496,0.32922711098946217,0.0548313466903373,0.9358841778697001,0.8181818181818182,0.08125331917153478,0.3011162790697675,1.0,0.03110217596972564,0.15711382502277524,0.75,0.2801019324697388,1
0.4798787157648148,0.700352526439483,0.2568547283426851,0.9005833121988334,6.039296794208894E-4,0.2727272727272727,0.05512480084970792,0.8626666666666667,1.0,0.0078051087984862795,0.4595620791366448,0.75,0.9808876619239754,0
0.4577458951590622,0.7391304347826088,0.3253045025318188,0.2564037534871925,0.02574974146845915,0.09090909090909091,0.0801911842804036,0.48710077519379846,0.0,0.49976348155156103,0.2093024737368525,0.75,0.27266935655128477,0
0.007886255974138725,0.7708578143360753,0.23974784453263995,0.6185645447628709,0.00437435367114788,0.09090909090909091,0.34253850238980343,0.834015503875969,1.0,0.035241248817407755,0.36182940580624207,0.75,0.35867487789339564,0
0.3128765239214091,0.7461809635722679,0.42025968249623646,0.5029165609941669,7.65253360910031E-5,0.09090909090909091,0.052257036643653755,0.7887751937984497,1.0,0.07024597918637653,0.7938191617453129,0.75,0.7685283499681461,0
0.7022129591226018,0.19271445358401879,0.32058300260024636,0.3761095612477809,1.892450879007239E-6,0.7272727272727273,0.06351566648964418,0.7455503875968993,1.0,0.007686849574266791,0.26237027693366205,0.75,0.078360586111701,1
0.04376154610146311,0.6075205640423033,0.3194385520733543,0.7514582804970834,0.0,0.9090909090909091,0.1694105151354222,0.8432248062015505,1.0,0.012417218543046357,0.3014735393612752,0.75,0.4584837545126354,1
0.9617705825900638,0.5252643948296122,0.3406784590119064,0.13264012173471976,0.0014891416752843849,0.9090909090909091,0.11311736590547,0.6179224806201551,1.0,0.015373699148533586,0.5169492065312259,0.75,0.20152898704608196,1
0.024646837396494987,0.5205640423031727,0.35415868345422197,0.8782652802434694,0.0,0.09090909090909091,0.14710568242166758,0.9089922480620155,1.0,0.13197729422894985,0.7823519293618485,0.75,0.6092588660012741,0
0.21830901769682992,0.6239717978848414,0.41690673326946764,0.7220390565559218,0.0,0.8181818181818182,0.0740308019118428,0.8351937984496125,0.0,0.020458845789971616,0.4643464633144124,0.75,0.48715226162667236,1
0.7263578543288773,0.31257344300822565,0.8793622553715615,0.1681460816637078,9.906928645294726E-6,0.6363636363636364,0.31492299522039296,0.4987286821705426,1.0,0.013599810785241249,0.4639578515503061,0.75,0.17604586961138247,1
0.05140742958345036,0.6839012925969448,0.34493807308060764,0.342632513314735,2.5129265770423994E-6,1.0,0.06213489113117365,0.6982325581395349,0.0,0.04754020813623463,0.24077365594480438,0.75,0.027288171586324062,0
0.0033993296149725234,0.8895417156286721,0.3081291911865335,0.966522952066954,0.41261633919338164,0.0,0.07912904938927244,0.873798449612403,1.0,0.21357615894039733,0.5082341099197931,0.75,0.21002335952431514,0
0.36217235163422157,0.4571092831962397,0.14016183112084302,0.5992898808014202,0.01344364012409514,0.0,0.33191715347849177,0.8066976744186047,1.0,0.013954588457899717,0.4172097675337169,0.75,0.731365470375876,1
0.35915423973343713,0.6122209165687427,0.4414037908854523,0.5637839208724321,1.985522233712513E-4,0.8181818181818182,0.03653744025491237,0.746077519379845,1.0,0.007923368022705768,0.1902031611337271,0.75,0.6177532384795074,1
0.9215290905796046,0.5464159811985899,0.11466231011358971,0.08019274663961451,0.9576008273009308,0.0,0.13436006372809348,0.18648062015503886,1.0,0.03713339640491958,0.4895807452426913,0.75,0.5678488001698874,1
